ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
136183,Gujarat,Ahmedabad,Locality_146,Independent House,3,2267,428.13,0.19,2020,Furnished,24,27,5,10,10,Medium,No,Yes,"Clubhouse, Gym, Garden, Playground, Pool",South,Broker,Under_Construction
209427,Bihar,Gaya,Locality_94,Villa,1,2847,302.75,0.11,2014,Furnished,2,9,11,10,9,Medium,No,Yes,Garden,West,Builder,Under_Construction
182132,Odisha,Bhubaneswar,Locality_295,Apartment,4,2543,35.48,0.01,2019,Furnished,24,23,6,6,6,High,No,Yes,"Garden, Clubhouse, Playground, Gym, Pool",East,Broker,Ready_to_Move
16635,Bihar,Patna,Locality_93,Villa,1,1997,149.43,0.07,2007,Furnished,8,25,18,7,3,Low,No,Yes,"Gym, Playground, Clubhouse",South,Broker,Under_Construction
46531,Tamil Nadu,Coimbatore,Locality_78,Independent House,2,4766,136.96,0.03,2019,Unfurnished,28,6,6,7,5,Medium,Yes,No,"Pool, Garden",South,Builder,Ready_to_Move
56413,Madhya Pradesh,Indore,Locality_373,Independent House,4,2268,478.97,0.21,2004,Unfurnished,3,24,21,10,5,Low,No,Yes,Pool,East,Broker,Under_Construction
62489,Chhattisgarh,Bilaspur,Locality_258,Villa,4,3504,448.4,0.13,2019,Furnished,27,21,6,4,1,Low,No,Yes,"Gym, Playground, Pool",West,Owner,Ready_to_Move
153339,Andhra Pradesh,Vishakhapatnam,Locality_499,Villa,1,4256,95.06,0.02,2021,Unfurnished,1,1,4,7,10,Medium,Yes,No,"Clubhouse, Gym, Garden, Pool, Playground",West,Owner,Under_Construction
8547,Punjab,Amritsar,Locality_495,Independent House,3,1039,92.38,0.09,2023,Semi-furnished,23,16,2,4,10,High,Yes,No,"Pool, Playground",North,Broker,Ready_to_Move
162577,Chhattisgarh,Bilaspur,Locality_362,Villa,3,1366,261.8,0.19,1996,Semi-furnished,4,6,29,4,5,Medium,No,No,"Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
228506,Tamil Nadu,Coimbatore,Locality_283,Apartment,3,2770,98.69,0.04,2019,Unfurnished,7,21,6,7,2,High,Yes,Yes,"Clubhouse, Gym",South,Builder,Ready_to_Move
104484,Jharkhand,Ranchi,Locality_487,Independent House,4,4218,162.79,0.04,2017,Semi-furnished,29,3,8,10,6,Medium,No,Yes,"Clubhouse, Garden, Playground",South,Owner,Under_Construction
130176,Tamil Nadu,Chennai,Locality_248,Independent House,3,2845,41.23,0.01,2001,Furnished,23,8,24,8,5,High,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",South,Owner,Under_Construction
140359,Karnataka,Mysore,Locality_129,Villa,3,1190,162.82,0.14,1998,Furnished,27,1,27,4,3,Low,No,Yes,Clubhouse,West,Builder,Ready_to_Move
159644,Punjab,Amritsar,Locality_132,Independent House,4,3693,430.03,0.12,2017,Semi-furnished,28,30,8,1,1,High,Yes,Yes,"Gym, Pool, Clubhouse",West,Broker,Ready_to_Move
43590,Assam,Silchar,Locality_387,Apartment,4,823,448.56,0.55,2008,Semi-furnished,18,1,17,1,10,Medium,Yes,Yes,"Playground, Garden, Pool, Clubhouse, Gym",West,Broker,Under_Construction
233047,Assam,Guwahati,Locality_191,Apartment,3,2912,183.88,0.06,2015,Unfurnished,0,29,10,5,7,Medium,Yes,No,Gym,North,Broker,Ready_to_Move
184289,Punjab,Ludhiana,Locality_302,Villa,4,4804,215.01,0.04,1991,Unfurnished,1,9,34,8,4,Low,Yes,No,"Gym, Playground, Garden",West,Owner,Under_Construction
59040,Telangana,Hyderabad,Locality_185,Apartment,3,4128,220.76,0.05,1992,Furnished,21,19,33,3,3,High,No,Yes,"Clubhouse, Gym, Pool, Playground, Garden",South,Broker,Ready_to_Move
82205,West Bengal,Kolkata,Locality_367,Villa,5,1151,239.84,0.21,1992,Unfurnished,18,2,33,5,10,Medium,Yes,No,"Pool, Clubhouse, Gym, Garden",East,Broker,Under_Construction
199566,Maharashtra,Nagpur,Locality_435,Apartment,1,1534,272.68,0.18,2009,Unfurnished,14,24,16,8,9,Low,Yes,No,"Playground, Garden, Gym",North,Broker,Ready_to_Move
27055,Karnataka,Bangalore,Locality_452,Apartment,4,4949,251.51,0.05,2021,Semi-furnished,12,9,4,1,6,High,No,No,"Playground, Gym",West,Builder,Under_Construction
189051,Assam,Guwahati,Locality_344,Apartment,3,1056,413.17,0.39,2009,Semi-furnished,20,14,16,9,5,Low,No,Yes,"Gym, Clubhouse",East,Broker,Under_Construction
180895,Odisha,Bhubaneswar,Locality_221,Apartment,3,4038,129.06,0.03,1994,Unfurnished,28,15,31,6,3,Medium,Yes,No,"Pool, Gym, Garden",North,Builder,Ready_to_Move
197256,Rajasthan,Jodhpur,Locality_448,Apartment,4,4101,455.05,0.11,2015,Furnished,24,19,10,8,3,Low,No,Yes,Pool,East,Builder,Under_Construction
102596,Madhya Pradesh,Bhopal,Locality_114,Independent House,5,1432,435.73,0.3,2011,Furnished,20,20,14,9,5,High,Yes,No,"Playground, Gym",West,Broker,Under_Construction
191346,Jharkhand,Ranchi,Locality_491,Apartment,3,4197,446.12,0.11,2009,Semi-furnished,10,11,16,4,4,High,Yes,No,"Pool, Clubhouse, Garden, Gym",North,Owner,Ready_to_Move
19610,Delhi,Dwarka,Locality_304,Independent House,1,2099,436.53,0.21,2008,Unfurnished,3,21,17,7,6,Medium,Yes,Yes,"Pool, Gym, Playground",South,Broker,Ready_to_Move
20517,Punjab,Ludhiana,Locality_240,Independent House,2,2380,123.61,0.05,2023,Semi-furnished,12,16,2,10,7,Medium,No,No,"Pool, Clubhouse",East,Builder,Under_Construction
102132,Odisha,Cuttack,Locality_131,Villa,3,3462,401.4,0.12,2010,Unfurnished,9,27,15,10,9,Low,Yes,Yes,"Playground, Gym",East,Owner,Under_Construction
248121,Karnataka,Mysore,Locality_255,Apartment,4,2357,16.76,0.01,1995,Unfurnished,9,27,30,3,5,Low,No,Yes,"Playground, Garden",South,Broker,Under_Construction
110222,Andhra Pradesh,Vijayawada,Locality_460,Apartment,4,4499,233.57,0.05,2007,Unfurnished,28,25,18,9,9,Medium,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",East,Broker,Under_Construction
88731,Tamil Nadu,Chennai,Locality_143,Apartment,3,2300,329.6,0.14,2014,Furnished,25,28,11,3,9,High,Yes,Yes,"Playground, Clubhouse",East,Broker,Under_Construction
198503,Punjab,Amritsar,Locality_358,Villa,1,1659,364.1,0.22,2004,Unfurnished,12,14,21,8,8,High,Yes,No,"Playground, Garden, Gym",North,Owner,Under_Construction
56505,Uttar Pradesh,Noida,Locality_59,Independent House,5,2622,378.57,0.14,1991,Furnished,22,23,34,6,4,Medium,No,No,"Garden, Playground, Gym, Clubhouse",North,Owner,Ready_to_Move
965,Rajasthan,Jaipur,Locality_480,Independent House,1,4660,291.23,0.06,2006,Semi-furnished,24,28,19,3,1,High,Yes,No,"Clubhouse, Gym",East,Broker,Under_Construction
28331,Uttar Pradesh,Noida,Locality_249,Apartment,1,1777,125.45,0.07,2007,Unfurnished,20,17,18,1,9,Medium,Yes,No,Playground,South,Builder,Under_Construction
178506,Punjab,Ludhiana,Locality_177,Villa,4,965,26.16,0.03,2012,Semi-furnished,30,23,13,6,6,Medium,No,No,"Pool, Garden",East,Builder,Under_Construction
53586,Tamil Nadu,Coimbatore,Locality_218,Independent House,4,1534,42.06,0.03,2020,Furnished,7,14,5,9,6,Low,Yes,No,Gym,North,Builder,Ready_to_Move
61810,Chhattisgarh,Bilaspur,Locality_489,Apartment,2,1055,24.42,0.02,1993,Furnished,14,26,32,8,1,High,Yes,No,"Gym, Playground, Clubhouse",East,Builder,Under_Construction
202113,Rajasthan,Jodhpur,Locality_337,Apartment,3,526,154.17,0.29,2013,Unfurnished,6,8,12,6,8,High,No,Yes,"Playground, Gym",South,Broker,Under_Construction
108102,Jharkhand,Jamshedpur,Locality_212,Independent House,3,4477,302.75,0.07,2023,Unfurnished,27,24,2,10,6,Medium,Yes,Yes,"Gym, Playground",West,Broker,Under_Construction
166457,Telangana,Hyderabad,Locality_331,Apartment,5,2330,250.28,0.11,2000,Unfurnished,6,8,25,5,5,Medium,Yes,Yes,"Garden, Pool, Clubhouse, Gym",South,Owner,Under_Construction
39589,Madhya Pradesh,Indore,Locality_389,Villa,2,3246,209.18,0.06,1991,Furnished,3,15,34,9,1,High,No,Yes,Gym,South,Owner,Ready_to_Move
30597,Assam,Silchar,Locality_33,Villa,4,2434,230.48,0.09,2021,Furnished,10,16,4,10,1,Medium,No,No,"Playground, Garden, Gym, Pool",South,Broker,Ready_to_Move
64605,Gujarat,Ahmedabad,Locality_449,Villa,3,1868,232.64,0.12,2000,Furnished,14,30,25,7,10,Medium,No,No,"Playground, Pool",South,Broker,Under_Construction
223444,Jharkhand,Ranchi,Locality_201,Apartment,3,2196,273.93,0.12,1994,Unfurnished,16,23,31,8,8,Medium,No,No,Playground,South,Owner,Under_Construction
50206,Delhi,Dwarka,Locality_416,Apartment,3,1438,317.82,0.22,2014,Semi-furnished,15,21,11,8,8,Low,No,Yes,Pool,North,Broker,Under_Construction
81056,Odisha,Bhubaneswar,Locality_460,Apartment,3,2856,366.25,0.13,2012,Semi-furnished,6,10,13,10,5,Low,Yes,No,"Playground, Clubhouse, Gym",East,Builder,Under_Construction
113214,Kerala,Kochi,Locality_146,Villa,5,3148,362.43,0.12,2011,Semi-furnished,17,25,14,2,8,Low,Yes,Yes,Pool,North,Builder,Ready_to_Move
213395,Telangana,Warangal,Locality_366,Villa,1,3387,403.7,0.12,2007,Semi-furnished,9,8,18,6,9,High,No,Yes,"Clubhouse, Garden, Pool, Gym",North,Owner,Under_Construction
191855,Bihar,Gaya,Locality_9,Apartment,5,4534,458.74,0.1,1999,Furnished,22,9,26,3,10,Low,No,Yes,"Clubhouse, Garden, Gym",East,Builder,Ready_to_Move
243631,Jharkhand,Ranchi,Locality_314,Independent House,1,2679,190.89,0.07,2018,Furnished,0,1,7,6,5,Medium,No,No,"Clubhouse, Playground, Pool, Gym",East,Owner,Under_Construction
61836,Karnataka,Bangalore,Locality_47,Independent House,3,2549,473.65,0.19,1993,Furnished,0,20,32,4,1,Medium,Yes,Yes,"Gym, Garden, Playground, Clubhouse, Pool",East,Builder,Under_Construction
128969,Gujarat,Surat,Locality_243,Villa,1,2848,339.22,0.12,1992,Furnished,2,16,33,7,8,Low,No,No,Clubhouse,North,Builder,Ready_to_Move
2843,Odisha,Bhubaneswar,Locality_162,Apartment,5,4338,225.33,0.05,1992,Furnished,9,29,33,10,8,High,No,No,"Clubhouse, Gym, Garden",South,Builder,Ready_to_Move
105204,Odisha,Cuttack,Locality_386,Apartment,5,1440,470.73,0.33,1993,Semi-furnished,14,27,32,2,7,Medium,Yes,Yes,"Gym, Garden, Playground",North,Builder,Under_Construction
44084,Gujarat,Ahmedabad,Locality_281,Apartment,5,3158,161.44,0.05,2007,Semi-furnished,5,12,18,10,7,High,No,Yes,"Gym, Garden, Pool, Clubhouse",East,Owner,Ready_to_Move
229293,Chhattisgarh,Raipur,Locality_498,Villa,3,3762,491.27,0.13,2014,Unfurnished,2,21,11,6,5,Medium,Yes,Yes,Pool,North,Owner,Ready_to_Move
149046,Punjab,Amritsar,Locality_435,Independent House,4,2688,423.54,0.16,1995,Semi-furnished,15,25,30,7,5,Medium,No,No,Garden,East,Broker,Under_Construction
73967,Odisha,Bhubaneswar,Locality_375,Independent House,5,2621,324.85,0.12,2012,Semi-furnished,16,8,13,10,9,Medium,No,No,"Garden, Clubhouse",West,Owner,Ready_to_Move
151850,Kerala,Trivandrum,Locality_213,Apartment,1,3764,155.89,0.04,1999,Furnished,7,9,26,2,1,Low,No,Yes,"Playground, Gym",North,Builder,Ready_to_Move
162862,Uttarakhand,Haridwar,Locality_389,Apartment,1,2948,186.85,0.06,2008,Semi-furnished,10,9,17,2,6,High,No,Yes,"Gym, Pool, Clubhouse, Garden, Playground",North,Builder,Ready_to_Move
242888,Gujarat,Ahmedabad,Locality_16,Villa,4,4787,41.59,0.01,1993,Unfurnished,19,4,32,10,7,Medium,No,Yes,Playground,South,Broker,Under_Construction
195402,Gujarat,Surat,Locality_390,Independent House,4,2778,289.46,0.1,2004,Furnished,5,26,21,7,8,Medium,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Owner,Under_Construction
56393,Punjab,Amritsar,Locality_455,Villa,5,4998,451.62,0.09,1998,Unfurnished,24,1,27,10,4,Low,No,Yes,"Garden, Playground, Pool",West,Builder,Under_Construction
178586,Maharashtra,Pune,Locality_258,Apartment,5,3717,390.08,0.1,1996,Unfurnished,9,1,29,8,8,Low,No,No,"Playground, Gym, Garden",East,Builder,Under_Construction
137975,Odisha,Bhubaneswar,Locality_400,Independent House,2,710,265.92,0.37,2011,Unfurnished,8,23,14,5,2,Low,Yes,Yes,Gym,North,Broker,Under_Construction
27022,Gujarat,Ahmedabad,Locality_168,Villa,4,4538,149.18,0.03,1992,Semi-furnished,0,2,33,6,7,Low,No,Yes,Playground,West,Builder,Under_Construction
40045,Karnataka,Bangalore,Locality_359,Villa,5,4129,240.52,0.06,1999,Furnished,21,19,26,4,8,High,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",East,Owner,Ready_to_Move
248433,Rajasthan,Jaipur,Locality_426,Apartment,5,1795,191.86,0.11,2018,Furnished,22,29,7,9,1,Low,Yes,No,"Playground, Clubhouse, Gym",West,Owner,Under_Construction
62005,West Bengal,Kolkata,Locality_414,Apartment,2,3630,455.85,0.13,1991,Furnished,28,4,34,6,2,Medium,No,No,Garden,North,Builder,Under_Construction
90325,Tamil Nadu,Coimbatore,Locality_108,Independent House,2,4392,60.55,0.01,2006,Furnished,21,10,19,7,9,Low,No,No,"Pool, Gym",East,Broker,Ready_to_Move
163566,Tamil Nadu,Coimbatore,Locality_170,Independent House,3,1880,333.27,0.18,2000,Unfurnished,16,3,25,4,8,Medium,No,No,Garden,West,Owner,Ready_to_Move
227313,Gujarat,Ahmedabad,Locality_243,Villa,2,4965,76.26,0.02,2005,Furnished,26,21,20,10,1,High,Yes,Yes,Garden,West,Broker,Under_Construction
167399,Gujarat,Ahmedabad,Locality_269,Apartment,2,944,444.47,0.47,1994,Furnished,14,13,31,10,8,High,No,Yes,Clubhouse,West,Builder,Under_Construction
141655,Andhra Pradesh,Vishakhapatnam,Locality_448,Independent House,4,4192,156.13,0.04,1994,Semi-furnished,2,21,31,6,7,High,Yes,No,"Pool, Garden, Clubhouse, Gym",East,Builder,Ready_to_Move
114538,West Bengal,Durgapur,Locality_474,Independent House,3,2629,208.77,0.08,2022,Semi-furnished,9,30,3,7,5,Low,Yes,Yes,"Pool, Clubhouse, Garden, Playground",North,Owner,Under_Construction
5714,Bihar,Gaya,Locality_343,Villa,4,1061,267.99,0.25,1995,Unfurnished,26,5,30,2,1,Low,Yes,Yes,"Pool, Playground, Garden, Gym",North,Broker,Under_Construction
127195,Madhya Pradesh,Indore,Locality_337,Villa,5,4737,392.94,0.08,2015,Unfurnished,16,7,10,6,4,Medium,Yes,No,"Clubhouse, Playground, Garden",East,Owner,Ready_to_Move
123182,Odisha,Cuttack,Locality_362,Independent House,3,4439,452.29,0.1,2017,Semi-furnished,28,24,8,5,9,Low,Yes,No,"Gym, Playground, Garden, Pool",South,Owner,Under_Construction
244796,Tamil Nadu,Chennai,Locality_52,Villa,2,1844,477.71,0.26,2023,Unfurnished,27,30,2,10,2,Low,Yes,Yes,"Gym, Garden",East,Builder,Ready_to_Move
193771,Punjab,Ludhiana,Locality_83,Villa,1,4343,44.11,0.01,2017,Semi-furnished,10,7,8,10,2,High,No,Yes,Garden,South,Broker,Under_Construction
231201,Haryana,Gurgaon,Locality_115,Apartment,3,3107,190.46,0.06,1991,Furnished,28,4,34,1,9,Medium,Yes,Yes,"Playground, Garden, Pool, Gym, Clubhouse",East,Owner,Under_Construction
55769,Telangana,Warangal,Locality_480,Independent House,1,4128,458.02,0.11,2015,Semi-furnished,25,14,10,4,5,Medium,Yes,No,Garden,North,Builder,Under_Construction
76542,Kerala,Trivandrum,Locality_500,Apartment,2,1046,69.32,0.07,1994,Unfurnished,11,10,31,7,6,Low,No,Yes,"Clubhouse, Gym",North,Builder,Ready_to_Move
135017,Kerala,Kochi,Locality_195,Apartment,4,2163,92.39,0.04,2004,Furnished,16,10,21,8,3,Medium,Yes,No,Gym,West,Broker,Under_Construction
95576,Andhra Pradesh,Vishakhapatnam,Locality_165,Apartment,2,4106,160.31,0.04,2003,Semi-furnished,13,2,22,10,2,Medium,Yes,No,Pool,South,Builder,Under_Construction
36725,Gujarat,Ahmedabad,Locality_115,Independent House,5,2547,20.96,0.01,2011,Furnished,29,11,14,4,3,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move
5426,Uttar Pradesh,Noida,Locality_437,Apartment,3,2599,496.4,0.19,2012,Semi-furnished,24,17,13,2,2,Low,No,No,"Playground, Garden, Clubhouse",West,Broker,Under_Construction
248071,Kerala,Trivandrum,Locality_177,Independent House,5,2892,417.89,0.14,2018,Furnished,14,15,7,4,10,High,No,Yes,"Pool, Gym, Clubhouse",East,Builder,Ready_to_Move
114218,Punjab,Amritsar,Locality_496,Apartment,1,3709,494.84,0.13,2002,Semi-furnished,8,19,23,10,5,Medium,No,No,"Playground, Garden, Pool, Gym, Clubhouse",West,Owner,Under_Construction
96927,Odisha,Cuttack,Locality_69,Independent House,3,2150,423.53,0.2,2020,Unfurnished,17,19,5,10,10,Medium,No,Yes,"Playground, Pool, Gym, Clubhouse",East,Builder,Ready_to_Move
130134,Tamil Nadu,Chennai,Locality_378,Apartment,4,4893,26.14,0.01,1990,Furnished,22,4,35,7,9,Medium,Yes,No,Garden,South,Builder,Under_Construction
158944,Bihar,Patna,Locality_176,Villa,3,3161,188.51,0.06,1998,Semi-furnished,30,4,27,3,2,Low,No,No,"Clubhouse, Garden, Pool, Playground",West,Owner,Ready_to_Move
185050,Madhya Pradesh,Bhopal,Locality_249,Apartment,4,3105,333.52,0.11,1992,Semi-furnished,2,12,33,8,1,Low,Yes,Yes,Garden,South,Broker,Ready_to_Move
401,West Bengal,Durgapur,Locality_493,Apartment,5,1741,336.69,0.19,2014,Furnished,14,24,11,2,3,High,Yes,No,"Clubhouse, Playground, Garden, Gym, Pool",North,Broker,Under_Construction
152782,Uttar Pradesh,Lucknow,Locality_206,Villa,2,2181,274.96,0.13,2003,Semi-furnished,17,6,22,9,5,High,Yes,No,"Garden, Gym, Clubhouse, Pool",South,Owner,Under_Construction
182717,Delhi,New Delhi,Locality_213,Villa,3,3601,57.96,0.02,2010,Furnished,1,26,15,9,8,Medium,Yes,Yes,"Pool, Playground, Clubhouse, Gym, Garden",North,Broker,Ready_to_Move
34159,Jharkhand,Ranchi,Locality_83,Apartment,5,1292,115.35,0.09,2006,Semi-furnished,26,28,19,1,1,Medium,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Broker,Under_Construction
141230,Andhra Pradesh,Vijayawada,Locality_211,Villa,4,4848,444.07,0.09,2015,Unfurnished,9,30,10,10,3,High,Yes,No,"Pool, Garden, Playground",South,Builder,Ready_to_Move
195788,Bihar,Gaya,Locality_458,Apartment,1,1487,322.7,0.22,1990,Semi-furnished,7,4,35,1,8,Low,Yes,Yes,"Gym, Playground",West,Owner,Ready_to_Move
103164,Delhi,Dwarka,Locality_331,Villa,5,3837,376.64,0.1,1993,Unfurnished,9,9,32,5,9,High,Yes,No,"Garden, Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
90830,Gujarat,Ahmedabad,Locality_131,Villa,5,3727,372.36,0.1,2009,Furnished,9,7,16,2,5,High,No,Yes,"Playground, Pool, Garden, Clubhouse",East,Builder,Under_Construction
25360,Tamil Nadu,Chennai,Locality_479,Independent House,1,3363,162.03,0.05,2014,Furnished,9,10,11,5,3,Medium,Yes,Yes,"Gym, Playground, Garden",West,Builder,Under_Construction
135924,Delhi,New Delhi,Locality_338,Independent House,5,4231,335.72,0.08,2010,Semi-furnished,14,7,15,2,4,Medium,Yes,Yes,Gym,West,Broker,Under_Construction
92680,Punjab,Amritsar,Locality_221,Apartment,1,3698,311.72,0.08,2001,Unfurnished,10,20,24,6,8,Low,No,No,"Gym, Clubhouse, Pool",South,Builder,Under_Construction
125679,West Bengal,Kolkata,Locality_65,Independent House,2,2604,363.74,0.14,1999,Furnished,26,24,26,8,2,High,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",East,Owner,Ready_to_Move
161455,Delhi,New Delhi,Locality_475,Villa,1,701,114.37,0.16,1996,Furnished,3,17,29,2,2,Medium,Yes,No,"Pool, Playground, Gym, Garden",West,Builder,Ready_to_Move
65961,Andhra Pradesh,Vijayawada,Locality_54,Apartment,3,4952,369.18,0.07,1996,Furnished,22,8,29,2,8,Medium,No,Yes,"Gym, Playground, Pool, Garden, Clubhouse",West,Builder,Ready_to_Move
172013,Jharkhand,Jamshedpur,Locality_491,Independent House,4,1846,244.28,0.13,2011,Semi-furnished,26,16,14,4,10,High,No,Yes,"Garden, Pool, Playground, Clubhouse, Gym",East,Owner,Under_Construction
174096,Chhattisgarh,Raipur,Locality_407,Independent House,5,4076,202.54,0.05,2008,Semi-furnished,10,2,17,8,5,Medium,Yes,Yes,"Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
24357,Tamil Nadu,Chennai,Locality_48,Villa,5,3141,264.1,0.08,2003,Semi-furnished,20,11,22,8,7,Low,Yes,No,Pool,East,Broker,Under_Construction
78955,Tamil Nadu,Coimbatore,Locality_65,Apartment,2,1129,199.85,0.18,2002,Furnished,3,25,23,8,7,Medium,Yes,Yes,"Clubhouse, Gym, Playground, Pool, Garden",West,Builder,Ready_to_Move
198480,Assam,Silchar,Locality_381,Independent House,4,753,23.91,0.03,2002,Furnished,15,4,23,5,7,High,No,Yes,Pool,North,Owner,Under_Construction
7399,Delhi,Dwarka,Locality_411,Independent House,3,1394,83.55,0.06,1998,Furnished,17,5,27,7,10,Low,Yes,Yes,"Playground, Gym, Clubhouse, Pool",South,Owner,Ready_to_Move
149800,Rajasthan,Jaipur,Locality_492,Independent House,2,1421,37.95,0.03,2000,Furnished,20,5,25,2,10,High,No,No,"Clubhouse, Garden, Gym",West,Owner,Under_Construction
244274,Uttarakhand,Haridwar,Locality_420,Villa,1,1820,410.56,0.23,2006,Semi-furnished,4,15,19,9,2,Medium,Yes,Yes,"Garden, Pool, Gym",West,Owner,Ready_to_Move
77287,Madhya Pradesh,Indore,Locality_266,Independent House,5,964,387.16,0.4,1992,Furnished,18,13,33,3,8,Low,Yes,No,Gym,North,Builder,Under_Construction
49882,Maharashtra,Mumbai,Locality_463,Apartment,3,3731,296.58,0.08,1994,Semi-furnished,23,15,31,1,5,Low,Yes,Yes,Garden,East,Builder,Under_Construction
182095,Maharashtra,Pune,Locality_259,Apartment,3,2203,23.19,0.01,1995,Unfurnished,19,3,30,6,8,Low,Yes,Yes,"Playground, Gym, Clubhouse",North,Builder,Ready_to_Move
56460,Haryana,Faridabad,Locality_361,Villa,3,3132,180.11,0.06,1994,Unfurnished,20,4,31,8,6,High,Yes,Yes,"Playground, Clubhouse",West,Owner,Ready_to_Move
221293,Rajasthan,Jodhpur,Locality_273,Apartment,3,1247,453.5,0.36,2004,Unfurnished,4,29,21,10,10,Medium,Yes,Yes,"Garden, Playground, Pool",West,Builder,Under_Construction
149561,Kerala,Kochi,Locality_415,Apartment,4,2877,20.01,0.01,2009,Unfurnished,23,19,16,10,3,Low,No,Yes,"Pool, Garden, Playground",East,Builder,Ready_to_Move
188625,Telangana,Warangal,Locality_459,Villa,4,1362,326.58,0.24,1999,Semi-furnished,18,30,26,6,8,High,No,No,"Garden, Gym, Clubhouse, Pool",South,Builder,Under_Construction
9569,Haryana,Faridabad,Locality_309,Villa,3,2573,364.56,0.14,2016,Unfurnished,18,4,9,7,8,Low,No,No,"Gym, Clubhouse",South,Owner,Under_Construction
32076,Assam,Guwahati,Locality_44,Apartment,1,1402,391.39,0.28,2000,Furnished,15,29,25,3,10,High,Yes,No,"Gym, Pool, Clubhouse, Garden, Playground",South,Owner,Under_Construction
111163,Kerala,Trivandrum,Locality_108,Apartment,1,4824,231.71,0.05,2001,Semi-furnished,16,19,24,9,9,High,Yes,No,"Garden, Pool, Playground, Clubhouse, Gym",South,Owner,Ready_to_Move
196348,Assam,Silchar,Locality_455,Villa,1,4259,177.99,0.04,2013,Unfurnished,0,21,12,1,7,High,Yes,No,Playground,North,Builder,Ready_to_Move
89802,Maharashtra,Pune,Locality_109,Apartment,2,4216,199.27,0.05,2022,Furnished,13,26,3,5,3,High,No,Yes,"Playground, Pool, Gym",East,Broker,Under_Construction
208038,Delhi,Dwarka,Locality_327,Villa,5,1068,64.48,0.06,2019,Furnished,22,17,6,3,3,Medium,No,Yes,Playground,North,Builder,Ready_to_Move
34127,Delhi,New Delhi,Locality_237,Apartment,5,1136,364.95,0.32,2007,Semi-furnished,17,20,18,10,3,High,Yes,No,"Garden, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move
194540,Andhra Pradesh,Vijayawada,Locality_408,Villa,2,4380,31.98,0.01,2011,Furnished,21,25,14,9,2,High,No,No,"Clubhouse, Garden, Gym, Pool",South,Owner,Ready_to_Move
95005,Gujarat,Ahmedabad,Locality_234,Apartment,3,4157,321.82,0.08,1998,Semi-furnished,30,19,27,9,6,Medium,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",West,Builder,Under_Construction
225503,Kerala,Kochi,Locality_314,Independent House,3,2825,381.39,0.14,2015,Semi-furnished,5,1,10,5,3,High,Yes,Yes,"Pool, Garden",West,Builder,Ready_to_Move
217016,West Bengal,Durgapur,Locality_102,Independent House,4,1545,86.69,0.06,2001,Unfurnished,16,22,24,10,5,Medium,Yes,No,"Playground, Pool",West,Builder,Under_Construction
207388,Chhattisgarh,Raipur,Locality_311,Apartment,4,2990,135.14,0.05,2015,Unfurnished,30,2,10,3,6,Medium,No,No,Playground,East,Broker,Under_Construction
248176,Tamil Nadu,Chennai,Locality_276,Apartment,1,4457,122.01,0.03,2006,Unfurnished,11,13,19,3,4,High,Yes,Yes,"Garden, Playground, Pool, Gym",East,Broker,Ready_to_Move
57934,Uttarakhand,Haridwar,Locality_62,Villa,1,1230,484.69,0.39,2018,Furnished,22,15,7,3,2,High,Yes,No,"Garden, Clubhouse",East,Broker,Ready_to_Move
160695,Andhra Pradesh,Vijayawada,Locality_102,Apartment,5,2751,497.22,0.18,2009,Furnished,25,16,16,4,10,Low,Yes,No,Clubhouse,South,Broker,Ready_to_Move
138501,Madhya Pradesh,Indore,Locality_346,Villa,1,1490,202.47,0.14,2020,Furnished,21,29,5,8,2,Medium,Yes,Yes,Playground,South,Broker,Ready_to_Move
226150,Jharkhand,Ranchi,Locality_96,Independent House,3,1073,332.89,0.31,2000,Unfurnished,13,20,25,7,10,Medium,No,No,"Pool, Playground, Clubhouse, Garden, Gym",East,Owner,Under_Construction
94788,Madhya Pradesh,Bhopal,Locality_488,Independent House,1,3738,435.35,0.12,2002,Unfurnished,20,18,23,9,10,Medium,Yes,Yes,"Playground, Clubhouse, Garden, Gym, Pool",East,Broker,Under_Construction
204378,Gujarat,Surat,Locality_72,Independent House,5,1355,166.71,0.12,2016,Semi-furnished,28,11,9,5,4,Medium,No,No,Pool,West,Owner,Ready_to_Move
